company_name,ticker_symbol,market_cap,url
Carrier Global Corporation Common Stock,CARR,"46,374,104,421",https://www.nasdaq.com/market-activity/stocks/carr
"AutoZone, Inc. Common Stock",AZO,"46,339,220,035",https://www.nasdaq.com/market-activity/stocks/azo
General Motors Company Common Stock,GM,"46,219,990,703",https://www.nasdaq.com/market-activity/stocks/gm
"D.R. Horton, Inc. Common Stock",DHI,"46,132,708,424",https://www.nasdaq.com/market-activity/stocks/dhi
"American International Group, Inc. New Common Stock",AIG,"46,004,703,677",https://www.nasdaq.com/market-activity/stocks/aig
CRH PLC Ordinary Shares,CRH,"46,001,006,695",https://www.nasdaq.com/market-activity/stocks/crh
Truist Financial Corporation Common Stock,TFC,"45,784,825,083",https://www.nasdaq.com/market-activity/stocks/tfc
"Marvell Technology, Inc. Common Stock",MRVL,"45,714,760,000",https://www.nasdaq.com/market-activity/stocks/mrvl
DBA Sempra Common Stock,SRE,"45,550,764,838",https://www.nasdaq.com/market-activity/stocks/sre
Ambev S.A. American Depositary Shares (Each representing 1 Common Share),ABEV,"45,518,126,699",https://www.nasdaq.com/market-activity/stocks/abev
"Copart, Inc. (DE) Common Stock",CPRT,"45,505,368,036",https://www.nasdaq.com/market-activity/stocks/cprt
"DexCom, Inc. Common Stock",DXCM,"45,194,159,177",https://www.nasdaq.com/market-activity/stocks/dxcm
Capital One Financial Corporation Common Stock,COF,"44,974,195,187",https://www.nasdaq.com/market-activity/stocks/cof
Keurig Dr Pepper Inc. Common Stock,KDP,"44,900,572,267",https://www.nasdaq.com/market-activity/stocks/kdp
"Paychex, Inc. Common Stock",PAYX,"44,800,040,636",https://www.nasdaq.com/market-activity/stocks/payx
"Ross Stores, Inc. Common Stock",ROST,"44,466,880,413",https://www.nasdaq.com/market-activity/stocks/rost
The Kraft Heinz Company Common Stock,KHC,"44,437,496,884",https://www.nasdaq.com/market-activity/stocks/khc
"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",MFG,"44,297,959,110",https://www.nasdaq.com/market-activity/stocks/mfg
"IDEXX Laboratories, Inc. Common Stock",IDXX,"44,129,521,858",https://www.nasdaq.com/market-activity/stocks/idxx
Ford Motor Company Common Stock,F,"44,072,528,351",https://www.nasdaq.com/market-activity/stocks/f
Hilton Worldwide Holdings Inc. Common Stock,HLT,"43,935,917,456",https://www.nasdaq.com/market-activity/stocks/hlt
Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),TAK,"43,596,145,105",https://www.nasdaq.com/market-activity/stocks/tak
"Simon Property Group, Inc. Common Stock",SPG,"43,351,756,239",https://www.nasdaq.com/market-activity/stocks/spg
STMicroelectronics N.V. Common Stock,STM,"43,268,054,075",https://www.nasdaq.com/market-activity/stocks/stm
"Williams Companies, Inc. (The) Common Stock",WMB,"43,210,032,829",https://www.nasdaq.com/market-activity/stocks/wmb
"Constellation Brands, Inc. Common Stock",STZ,"43,063,327,554",https://www.nasdaq.com/market-activity/stocks/stz
"Block, Inc. Class A Common Stock,",SQ,"42,476,812,810",https://www.nasdaq.com/market-activity/stocks/sq
"Cheniere Energy, Inc. Common Stock",LNG,"41,982,889,938",https://www.nasdaq.com/market-activity/stocks/lng
Edwards Lifesciences Corporation Common Stock,EW,"41,957,670,000",https://www.nasdaq.com/market-activity/stocks/ew
"American Electric Power Company, Inc. Common Stock",AEP,"41,880,735,412",https://www.nasdaq.com/market-activity/stocks/aep
Energy Transfer LP Common Units,ET,"41,829,376,217",https://www.nasdaq.com/market-activity/stocks/et
Valero Energy Corporation Common Stock,VLO,"41,787,194,101",https://www.nasdaq.com/market-activity/stocks/vlo
"JD.com, Inc. American Depositary Shares",JD,"41,566,398,820",https://www.nasdaq.com/market-activity/stocks/jd
TE Connectivity Ltd. New Switzerland Registered Shares,TEL,"41,433,092,943",https://www.nasdaq.com/market-activity/stocks/tel
"The Travelers Companies, Inc. Common Stock",TRV,"41,399,683,582",https://www.nasdaq.com/market-activity/stocks/trv
Seagen Inc. Common Stock,SGEN,"41,313,351,915",https://www.nasdaq.com/market-activity/stocks/sgen
Hess Corporation Common Stock,HES,"41,311,900,960",https://www.nasdaq.com/market-activity/stocks/hes
"Digital Realty Trust, Inc. Common Stock",DLR,"40,827,490,253",https://www.nasdaq.com/market-activity/stocks/dlr
Kimberly-Clark Corporation Common Stock,KMB,"40,532,646,059",https://www.nasdaq.com/market-activity/stocks/kmb
"Cencora, Inc. Common Stock",COR,"40,493,714,192",https://www.nasdaq.com/market-activity/stocks/cor
"Old Dominion Freight Line, Inc. Common Stock",ODFL,"40,312,039,470",https://www.nasdaq.com/market-activity/stocks/odfl
MSCI Inc. Common Stock,MSCI,"40,073,924,149",https://www.nasdaq.com/market-activity/stocks/msci
"Fortinet, Inc. Common Stock",FTNT,"40,054,164,892",https://www.nasdaq.com/market-activity/stocks/ftnt
Canadian Imperial Bank of Commerce Common Stock,CM,"40,053,652,652",https://www.nasdaq.com/market-activity/stocks/cm
"W.W. Grainger, Inc. Common Stock",GWW,"39,908,338,308",https://www.nasdaq.com/market-activity/stocks/gww
Suncor Energy Inc. Common Stock,SU,"39,894,310,520",https://www.nasdaq.com/market-activity/stocks/su
Nucor Corporation Common Stock,NUE,"39,848,043,348",https://www.nasdaq.com/market-activity/stocks/nue
"DoorDash, Inc. Class A Common Stock",DASH,"39,820,871,000",https://www.nasdaq.com/market-activity/stocks/dash
"ONEOK, Inc. Common Stock",OKE,"39,753,262,088",https://www.nasdaq.com/market-activity/stocks/oke
"Dominion Energy, Inc. Common Stock",D,"39,739,478,655",https://www.nasdaq.com/market-activity/stocks/d
Lennar Corporation Class A Common Stock,LEN,"39,690,256,802",https://www.nasdaq.com/market-activity/stocks/len
"Baidu, Inc. ADS",BIDU,"39,659,076,590",https://www.nasdaq.com/market-activity/stocks/bidu
Kenvue Inc. Common Stock,KVUE,"39,468,048,702",https://www.nasdaq.com/market-activity/stocks/kvue
TC Energy Corporation Common Stock,TRP,"39,416,370,000",https://www.nasdaq.com/market-activity/stocks/trp
Centene Corporation Common Stock,CNC,"39,408,007,770",https://www.nasdaq.com/market-activity/stocks/cnc
"Kinder Morgan, Inc. Common Stock",KMI,"39,343,098,614",https://www.nasdaq.com/market-activity/stocks/kmi
Archer-Daniels-Midland Company Common Stock,ADM,"39,336,867,556",https://www.nasdaq.com/market-activity/stocks/adm
"IQVIA Holdings, Inc. Common Stock",IQV,"39,288,600,000",https://www.nasdaq.com/market-activity/stocks/iqv
Exelon Corporation Common Stock,EXC,"39,031,101,081",https://www.nasdaq.com/market-activity/stocks/exc
Realty Income Corporation Common Stock,O,"38,990,527,466",https://www.nasdaq.com/market-activity/stocks/o
Palantir Technologies Inc. Class A Common Stock,PLTR,"38,667,331,087",https://www.nasdaq.com/market-activity/stocks/pltr
Spotify Technology S.A. Ordinary Shares,SPOT,"38,281,084,500",https://www.nasdaq.com/market-activity/stocks/spot
Johnson Controls International plc Ordinary Share,JCI,"38,152,347,507",https://www.nasdaq.com/market-activity/stocks/jci
"General Mills, Inc. Common Stock",GIS,"38,056,351,123",https://www.nasdaq.com/market-activity/stocks/gis
The Hershey Company Common Stock,HSY,"37,983,492,696",https://www.nasdaq.com/market-activity/stocks/hsy
Haleon plc American Depositary Shares (Each representing two Ordinary Shares),HLN,"37,815,579,842",https://www.nasdaq.com/market-activity/stocks/hln
The Bank of New York Mellon Corporation Common Stock,BK,"37,730,735,019",https://www.nasdaq.com/market-activity/stocks/bk
"Datadog, Inc. Class A Common Stock",DDOG,"37,399,264,939",https://www.nasdaq.com/market-activity/stocks/ddog
"Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share",WDS,"37,272,458,005",https://www.nasdaq.com/market-activity/stocks/wds
Sysco Corporation Common Stock,SYY,"37,237,782,545",https://www.nasdaq.com/market-activity/stocks/syy
"Agilent Technologies, Inc. Common Stock",A,"37,217,101,126",https://www.nasdaq.com/market-activity/stocks/a
"L3Harris Technologies, Inc. Common Stock",LHX,"37,113,876,157",https://www.nasdaq.com/market-activity/stocks/lhx
"BCE, Inc. Common Stock",BCE,"37,047,457,861",https://www.nasdaq.com/market-activity/stocks/bce
Electronic Arts Inc. Common Stock,EA,"36,886,058,542",https://www.nasdaq.com/market-activity/stocks/ea
Ferguson plc Ordinary Shares,FERG,"36,827,996,193",https://www.nasdaq.com/market-activity/stocks/ferg
Allstate Corporation (The) Common Stock,ALL,"36,458,241,756",https://www.nasdaq.com/market-activity/stocks/all
"Prudential Financial, Inc. Common Stock",PRU,"36,414,070,000",https://www.nasdaq.com/market-activity/stocks/pru
"AMETEK, Inc.",AME,"36,272,316,934",https://www.nasdaq.com/market-activity/stocks/ame
Manulife Financial Corporation Common Stock,MFC,"36,250,920,000",https://www.nasdaq.com/market-activity/stocks/mfc
"Ameriprise Financial, Inc. Common Stock",AMP,"36,185,734,335",https://www.nasdaq.com/market-activity/stocks/amp
MPLX LP Common Units Representing Limited Partner Interests,MPLX,"36,123,910,948",https://www.nasdaq.com/market-activity/stocks/mplx
Alcon Inc. Ordinary Shares,ALC,"35,973,403,000",https://www.nasdaq.com/market-activity/stocks/alc
Banco Bradesco Sa American Depositary Shares,BBD,"35,970,535,371",https://www.nasdaq.com/market-activity/stocks/bbd
Li Auto Inc. American Depositary Shares,LI,"35,966,858,376",https://www.nasdaq.com/market-activity/stocks/li
Otis Worldwide Corporation Common Stock,OTIS,"35,810,147,013",https://www.nasdaq.com/market-activity/stocks/otis
Dow Inc. Common Stock,DOW,"35,715,135,546",https://www.nasdaq.com/market-activity/stocks/dow
"Waste Connections, Inc. Common Shares",WCN,"35,627,585,225",https://www.nasdaq.com/market-activity/stocks/wcn
Fastenal Company Common Stock,FAST,"35,593,326,048",https://www.nasdaq.com/market-activity/stocks/fast
Constellation Energy Corporation Common Stock,CEG,"35,518,437,078",https://www.nasdaq.com/market-activity/stocks/ceg
Las Vegas Sands Corp. Common Stock,LVS,"35,464,731,645",https://www.nasdaq.com/market-activity/stocks/lvs
Cognizant Technology Solutions Corporation Class A Common Stock,CTSH,"35,264,344,360",https://www.nasdaq.com/market-activity/stocks/ctsh
"Gartner, Inc. Common Stock",IT,"35,232,772,624",https://www.nasdaq.com/market-activity/stocks/it
"Coinbase Global, Inc. Class A Common Stock",COIN,"35,078,182,688",https://www.nasdaq.com/market-activity/stocks/coin
"Fidelity National Information Services, Inc. Common Stock",FIS,"34,920,983,443",https://www.nasdaq.com/market-activity/stocks/fis
"Yum! Brands, Inc.",YUM,"34,853,523,950",https://www.nasdaq.com/market-activity/stocks/yum
Biogen Inc. Common Stock,BIIB,"34,672,669,220",https://www.nasdaq.com/market-activity/stocks/biib
"The Trade Desk, Inc. Class A Common Stock",TTD,"34,629,678,028",https://www.nasdaq.com/market-activity/stocks/ttd
Ares Management Corporation Class A Common Stock,ARES,"33,989,759,873",https://www.nasdaq.com/market-activity/stocks/ares
"PPG Industries, Inc. Common Stock",PPG,"33,950,484,000",https://www.nasdaq.com/market-activity/stocks/ppg
"Verisk Analytics, Inc. Common Stock",VRSK,"33,770,269,089",https://www.nasdaq.com/market-activity/stocks/vrsk
"CoStar Group, Inc. Common Stock",CSGP,"33,645,057,890",https://www.nasdaq.com/market-activity/stocks/csgp
Xcel Energy Inc. Common Stock,XEL,"33,611,131,990",https://www.nasdaq.com/market-activity/stocks/xel
"United Rentals, Inc. Common Stock",URI,"33,555,884,637",https://www.nasdaq.com/market-activity/stocks/uri
ON Semiconductor Corporation Common Stock,ON,"32,793,314,274",https://www.nasdaq.com/market-activity/stocks/on
Cummins Inc. Common Stock,CMI,"32,683,530,511",https://www.nasdaq.com/market-activity/stocks/cmi
Baker Hughes Company Class A Common Stock,BKR,"32,440,980,710",https://www.nasdaq.com/market-activity/stocks/bkr
Kroger Company (The) Common Stock,KR,"32,067,097,383",https://www.nasdaq.com/market-activity/stocks/kr
"Rockwell Automation, Inc. Common Stock",ROK,"31,939,740,616",https://www.nasdaq.com/market-activity/stocks/rok
"Corteva, Inc. Common Stock",CTVA,"31,818,514,350",https://www.nasdaq.com/market-activity/stocks/ctva
Orange,ORAN,"31,772,558,425",https://www.nasdaq.com/market-activity/stocks/oran
"Consolidated Edison, Inc. Common Stock",ED,"31,604,870,767",https://www.nasdaq.com/market-activity/stocks/ed
VICI Properties Inc. Common Stock,VICI,"31,563,574,524",https://www.nasdaq.com/market-activity/stocks/vici
Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO,"31,394,402,173",https://www.nasdaq.com/market-activity/stocks/bbdo
Imperial Oil Limited Common Stock,IMO,"31,376,358,324",https://www.nasdaq.com/market-activity/stocks/imo
Global Payments Inc. Common Stock,GPN,"31,288,287,687",https://www.nasdaq.com/market-activity/stocks/gpn
Halliburton Company Common Stock,HAL,"31,264,157,348",https://www.nasdaq.com/market-activity/stocks/hal
GE HealthCare Technologies Inc. Common Stock,GEHC,"31,193,248,578",https://www.nasdaq.com/market-activity/stocks/gehc
Public Service Enterprise Group Incorporated Common Stock,PEG,"31,179,525,876",https://www.nasdaq.com/market-activity/stocks/peg
"Nasdaq, Inc. Common Stock",NDAQ,"31,138,777,843",https://www.nasdaq.com/market-activity/stocks/ndaq
Newmont Corporation,NEM,"31,060,791,542",https://www.nasdaq.com/market-activity/stocks/nem
Royal Caribbean Cruises Ltd. Common Stock,RCL,"30,868,642,979",https://www.nasdaq.com/market-activity/stocks/rcl
DraftKings Inc. Class A Common Stock,DKNG,"30,847,286,236",https://www.nasdaq.com/market-activity/stocks/dkng
Prudential Public Limited Company Common Stock,PUK,"30,794,719,193",https://www.nasdaq.com/market-activity/stocks/puk
Cenovus Energy Inc Common Stock,CVE,"30,715,756,110",https://www.nasdaq.com/market-activity/stocks/cve
"Moderna, Inc. Common Stock",MRNA,"30,624,730,559",https://www.nasdaq.com/market-activity/stocks/mrna
SatixFy Communications Ltd. Ordinary Share,SATX,"30,494,270,772",https://www.nasdaq.com/market-activity/stocks/satx
"DuPont de Nemours, Inc. Common Stock",DD,"30,485,712,258",https://www.nasdaq.com/market-activity/stocks/dd
Sun Life Financial Inc. Common Stock,SLF,"30,061,998,330",https://www.nasdaq.com/market-activity/stocks/slf
LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),LYB,"30,029,412,944",https://www.nasdaq.com/market-activity/stocks/lyb
Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,HBANM,"29,873,789,169",https://www.nasdaq.com/market-activity/stocks/hbanm
Ingersoll Rand Inc. Common Stock,IR,"29,675,666,311",https://www.nasdaq.com/market-activity/stocks/ir
Arch Capital Group Ltd. Common Stock,ACGL,"29,592,532,384",https://www.nasdaq.com/market-activity/stocks/acgl
Nu Holdings Ltd. Class A Ordinary Shares,NU,"29,592,000,000",https://www.nasdaq.com/market-activity/stocks/nu
"Chunghwa Telecom Co., Ltd.",CHT,"29,501,569,230",https://www.nasdaq.com/market-activity/stocks/cht
"Zscaler, Inc. Common Stock",ZS,"29,488,688,866",https://www.nasdaq.com/market-activity/stocks/zs
Barrick Gold Corporation Common Stock (BC),GOLD,"29,475,231,170",https://www.nasdaq.com/market-activity/stocks/gold
Extra Space Storage Inc Common Stock,EXR,"29,300,008,355",https://www.nasdaq.com/market-activity/stocks/exr
HP Inc. Common Stock,HPQ,"29,114,397,994",https://www.nasdaq.com/market-activity/stocks/hpq
Coca-Cola Europacific Partners plc Ordinary Shares,CCEP,"29,095,436,971",https://www.nasdaq.com/market-activity/stocks/ccep
"Martin Marietta Materials, Inc. Common Stock",MLM,"29,011,663,302",https://www.nasdaq.com/market-activity/stocks/mlm
"Quanta Services, Inc. Common Stock",PWR,"28,948,014,333",https://www.nasdaq.com/market-activity/stocks/pwr
GlobalFoundries Inc. Ordinary Shares,GFS,"28,757,400,000",https://www.nasdaq.com/market-activity/stocks/gfs
Vulcan Materials Company (Holding Company) Common Stock,VMC,"28,704,637,794",https://www.nasdaq.com/market-activity/stocks/vmc
CDW Corporation Common Stock,CDW,"28,559,011,067",https://www.nasdaq.com/market-activity/stocks/cdw
Devon Energy Corporation Common Stock,DVN,"28,248,463,000",https://www.nasdaq.com/market-activity/stocks/dvn
"Cheniere Energy Partners, LP Common Units",CQP,"28,224,321,262",https://www.nasdaq.com/market-activity/stocks/cqp
"Equifax, Inc. Common Stock",EFX,"28,140,247,303",https://www.nasdaq.com/market-activity/stocks/efx
"Coupang, Inc. Class A Common Stock",CPNG,"28,068,263,734",https://www.nasdaq.com/market-activity/stocks/cpng
Fair Isaac Corproation Common Stock,FICO,"28,034,811,925",https://www.nasdaq.com/market-activity/stocks/fico
Symbotic Inc. Class A Common Stock,SYM,"27,975,808,198",https://www.nasdaq.com/market-activity/stocks/sym
"Warner Bros. Discovery, Inc. Series A Common Stock",WBD,"27,970,347,868",https://www.nasdaq.com/market-activity/stocks/wbd
Dollar General Corporation Common Stock,DG,"27,921,799,948",https://www.nasdaq.com/market-activity/stocks/dg
Veeva Systems Inc. Class A Common Stock,VEEV,"27,746,814,859",https://www.nasdaq.com/market-activity/stocks/veev
Fomento Economico Mexicano S.A.B. de C.V. Common Stock,FMX,"27,708,460,189",https://www.nasdaq.com/market-activity/stocks/fmx
"Monolithic Power Systems, Inc. Common Stock",MPWR,"27,584,375,760",https://www.nasdaq.com/market-activity/stocks/mpwr
Wipro Limited Common Stock,WIT,"27,494,467,882",https://www.nasdaq.com/market-activity/stocks/wit
POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),PKX,"27,260,194,214",https://www.nasdaq.com/market-activity/stocks/pkx
