ticker_symbol,total_revenue,gross_profit,net_income,total_assets,total_liabilities,year
HON,"$32,637,000","$10,468,000","$4,779,000","$64,586,000","$47,030,000",2020
HON,"$36,709,000","$12,370,000","$6,143,000","$58,679,000","$40,178,000",2019
UBER,"$31,877,000","$9,805,000","-$9,141,000","$32,109,000","$24,339,000",2022
UBER,"$17,455,000","$6,227,000","-$496,000","$38,774,000","$24,112,000",2021
UBER,"$11,139,000","$4,166,000","-$6,768,000","$33,252,000","$20,199,000",2020
UBER,"$13,000,000","$4,637,000","-$8,506,000","$31,761,000","$17,260,000",2019
AMAT,"$26,517,000","$12,384,000","$6,856,000","$30,729,000","$14,380,000",2023
AMAT,"$25,785,000","$11,993,000","$6,525,000","$26,726,000","$14,532,000",2022
AMAT,"$23,063,000","$10,914,000","$5,888,000","$25,825,000","$13,578,000",2021
AMAT,"$17,202,000","$7,692,000","$3,619,000","$22,353,000","$11,775,000",2020
AXP,"$55,625,000",--,"$7,514,000","$228,354,000","$203,643,000",2022
AXP,"$43,663,000",--,"$8,060,000","$188,548,000","$166,371,000",2021
AXP,"$38,185,000",--,"$3,135,000","$191,367,000","$168,383,000",2020
AXP,"$47,020,000",--,"$6,759,000","$198,321,000","$175,250,000",2019
NEE,"$20,956,000","$10,139,000","$4,147,000","$158,935,000","$118,596,000",2022
NEE,"$17,069,000","$8,561,000","$3,573,000","$140,912,000","$103,465,000",2021
NEE,"$17,997,000","$10,524,000","$2,919,000","$127,684,000","$91,171,000",2020
NEE,"$19,204,000","$11,201,000","$3,769,000","$117,691,000","$80,199,000",2019
T,"$120,741,000","$69,893,000","-$8,524,000","$402,853,000","$305,353,000",2022
T,"$134,038,000","$73,631,000","$20,081,000","$551,622,000","$385,290,000",2021
T,"$143,050,000","$77,399,000","-$5,176,000","$525,761,000","$364,088,000",2020
T,"$181,193,000","$97,052,000","$13,903,000","$551,669,000","$367,448,000",2019
LOW,"$97,059,000","$32,257,000","$6,437,000","$43,708,000","$57,962,000",2023
LOW,"$96,250,000","$32,056,000","$8,442,000","$44,640,000","$49,456,000",2022
LOW,"$89,597,000","$29,572,000","$5,835,000","$46,735,000","$45,298,000",2021
LOW,"$72,148,000","$22,943,000","$4,281,000","$39,471,000","$37,499,000",2020
UL,--,--,"$8,825,000","$83,055,000","$62,755,000",2022
UL,--,--,"$7,529,000","$85,398,000","$65,944,000",2021
UL,--,--,"$7,431,000","$82,785,000","$64,106,000",2020
UL,--,--,"$6,764,000","$72,745,000","$57,937,000",2019
HDB,"$24,103,800",--,"$6,028,600","$313,395,500","$277,959,700",2023
HDB,"$21,164,200",--,"$5,094,000","$278,636,800","$245,580,600",2022
HDB,"$20,911,800",--,"$4,458,500","$245,915,200","$216,377,300",2021
HDB,"$18,640,900",--,"$3,440,400","$210,993,100","$185,969,300",2020
RTX,"$67,074,000","$13,668,000","$5,197,000","$161,404,000","$88,301,000",2022
RTX,"$64,388,000","$12,491,000","$3,864,000","$158,864,000","$86,196,000",2021
RTX,"$56,587,000","$8,531,000","-$3,476,000","$162,153,000","$89,958,000",2020
RTX,"$45,349,000","$10,751,000","$5,727,000","$139,615,000","$97,746,000",2019
SNY,"$48,442,000","$33,826,000","$8,934,000","$135,245,000","$55,431,000",2022
SNY,"$44,550,000","$30,614,000","$7,077,000","$136,740,000","$58,635,000",2021
SNY,"$45,723,000","$30,846,000","$15,042,000","$139,991,000","$62,777,000",2020
SNY,"$42,241,000","$28,795,000","$3,091,000","$126,428,000","$60,137,000",2019
SCHW,"$20,762,000","$20,762,000","$7,183,000","$551,772,000","$515,164,000",2022
SCHW,"$18,520,000","$18,520,000","$5,855,000","$667,270,000","$611,009,000",2021
SCHW,"$11,691,000","$11,691,000","$3,299,000","$549,009,000","$492,949,000",2020
SCHW,"$10,721,000","$10,721,000","$3,704,000","$294,005,000","$272,260,000",2019
GS,"$44,650,000","$44,650,000","$11,261,000","$1,441,799,000","$1,324,610,000",2022
GS,"$58,982,000","$58,982,000","$21,635,000","$1,463,988,000","$1,354,062,000",2021
GS,"$41,462,000","$41,462,000","$9,459,000","$1,163,028,000","$1,067,096,000",2020
GS,"$35,481,000","$35,481,000","$8,466,000","$992,968,000","$902,703,000",2019
BKNG,"$17,090,000","$17,090,000","$3,058,000","$25,361,000","$22,579,000",2022
BKNG,"$10,958,000","$10,958,000","$1,165,000","$23,641,000","$17,463,000",2021
BKNG,"$6,796,000","$6,796,000","$59,000","$21,874,000","$16,981,000",2020
BKNG,"$15,066,000","$15,066,000","$4,865,000","$21,402,000","$15,469,000",2019
BCS,"$43,928,000",--,"$7,185,000","$1,820,838,000","$1,738,689,000",2022
BCS,"$36,994,000",--,"$9,557,000","$1,874,963,000","$1,781,435,000",2021
BCS,"$37,760,000",--,"$3,364,000","$1,844,732,000","$1,754,790,000",2020
BCS,"$34,682,000",--,"$3,021,000","$1,443,360,000","$1,363,688,000",2018
RIO,"$55,554,000","$20,784,000","$13,076,000","$96,744,000","$46,569,000",2022
RIO,"$63,495,000","$30,805,000","$22,575,000","$102,896,000","$51,464,000",2021
RIO,"$44,611,000","$18,357,000","$10,400,000","$97,390,000","$50,336,000",2020
RIO,"$43,165,000","$15,858,000","$6,972,000","$87,802,000","$47,270,000",2019
SONY,"$86,707,000","$23,600,000","$7,090,000","$240,749,000","$186,426,000",2023
SONY,"$81,743,000","$22,259,000","$7,320,000","$251,131,000","$192,268,000",2022
SONY,"$81,436,000","$22,001,000","$9,447,000","$248,940,000","$188,484,000",2021
SONY,"$76,512,000","$21,628,000","$5,393,000","$233,087,000","$187,580,000",2020
ELV,"$156,595,000","$40,108,000","$6,025,000","$102,772,000","$66,465,000",2022
ELV,"$138,639,000","$35,994,000","$6,104,000","$97,460,000","$61,400,000",2021
ELV,"$121,867,000","$33,822,000","$4,572,000","$86,615,000","$53,416,000",2020
ELV,"$104,213,000","$22,427,000","$4,807,000","$77,453,000","$45,725,000",2019
MUFG,"$47,388,000",--,"$4,508,000","$2,868,253,000","$2,749,812,000",2023
MUFG,"$32,344,000",--,"-$686,000","$3,029,042,000","$2,900,473,000",2022
MUFG,"$53,482,000",--,"$10,111,000","$3,202,033,000","$3,060,304,000",2021
MUFG,"$53,753,000",--,"$2,834,000","$3,073,070,000","$2,933,971,000",2020
LMT,"$65,984,000","$8,287,000","$5,732,000","$52,880,000","$43,614,000",2022
LMT,"$67,044,000","$9,061,000","$6,315,000","$50,873,000","$39,914,000",2021
LMT,"$65,398,000","$8,654,000","$6,833,000","$50,710,000","$44,695,000",2020
LMT,"$59,812,000","$8,367,000","$6,230,000","$47,528,000","$44,401,000",2019
BLK,"$17,661,000","$17,661,000","$5,178,000","$117,628,000","$78,975,000",2022
BLK,"$19,169,000","$19,169,000","$5,901,000","$152,648,000","$113,868,000",2021
BLK,"$16,000,000","$16,000,000","$4,932,000","$176,982,000","$139,377,000",2020
BLK,"$14,336,000","$14,336,000","$4,476,000","$168,622,000","$133,759,000",2019
PLD,"$5,973,692","$4,767,954","$3,364,856","$87,897,448","$34,660,166",2022
PLD,"$4,759,440","$3,718,124","$2,939,723","$58,486,220","$25,059,347",2021
PLD,"$4,438,735","$3,486,672","$1,481,814","$56,065,005","$24,093,458",2020
PLD,"$3,330,621","$2,596,355","$1,572,959","$40,031,850","$17,378,723",2019
SYK,"$18,449,000","$11,578,000","$2,358,000","$36,884,000","$20,268,000",2022
SYK,"$17,108,000","$10,968,000","$1,994,000","$34,631,000","$19,754,000",2021
SYK,"$14,351,000","$9,057,000","$1,599,000","$34,330,000","$21,246,000",2020
SYK,"$14,884,000","$9,696,000","$2,083,000","$30,167,000","$17,360,000",2019
SBUX,"$35,975,600","$24,566,500","$4,124,500","$29,445,500","$37,440,300",2023
SBUX,"$32,250,300","$21,932,900","$3,281,600","$27,978,400","$36,685,000",2022
SBUX,"$29,060,600","$20,321,900","$4,199,300","$31,392,600","$36,713,800",2021
SBUX,"$23,518,000","$15,823,100","$928,300","$29,374,500","$37,179,600",2020
BUD,"$57,786,000","$31,481,000","$7,597,000","$212,943,000","$128,665,000",2022
BUD,"$54,304,000","$31,207,000","$6,114,000","$217,627,000","$138,288,000",2021
BUD,"$46,881,000","$27,247,000","$2,202,000","$226,410,000","$148,059,000",2020
BUD,"$52,329,000","$31,967,000","$10,414,000","$236,648,000","$152,095,000",2019
ISRG,"$6,222,200","$4,196,000","$1,322,300","$12,974,000","$1,932,100",2022
ISRG,"$5,710,100","$3,958,500","$1,704,600","$13,555,000","$1,653,900",2021
ISRG,"$4,358,400","$2,861,200","$1,060,600","$11,168,900","$1,437,400",2020
ISRG,"$4,478,500","$3,110,200","$1,379,300","$9,733,200","$1,469,400",2019
TD,"$72,913,000",--,"$7,767,000","$1,409,706,000","$1,328,952,000",2023
TD,"$45,974,000",--,"$12,777,000","$1,405,761,000","$1,324,105,000",2022
TD,"$38,839,000",--,"$11,535,000","$1,394,596,000","$1,314,069,000",2021
TD,"$41,236,000",--,"$8,921,000","$1,286,883,000","$1,215,259,000",2020
MDT,"$31,227,000","$20,508,000","$3,758,000","$90,948,000","$39,465,000",2023
MDT,"$31,686,000","$21,541,000","$5,039,000","$90,981,000","$38,431,000",2022
MDT,"$30,117,000","$19,634,000","$3,606,000","$93,083,000","$41,655,000",2021
MDT,"$28,913,000","$19,489,000","$4,789,000","$90,689,000","$39,952,000",2020
DE,"$61,251,000","$23,536,000","$10,166,000","$104,087,000","$82,205,000",2023
DE,"$52,577,000","$17,239,000","$7,131,000","$90,030,000","$69,676,000",2022
DE,"$44,024,000","$14,908,000","$5,963,000","$84,114,000","$65,683,000",2021
DE,"$35,540,000","$11,863,000","$2,751,000","$75,091,000","$62,154,000",2020
BMY,"$46,159,000","$36,022,000","$6,327,000","$96,820,000","$65,759,000",2022
BMY,"$46,385,000","$36,445,000","$6,994,000","$109,314,000","$73,368,000",2021
BMY,"$42,518,000","$30,745,000","-$9,015,000","$118,481,000","$80,659,000",2020
BMY,"$26,145,000","$18,067,000","$3,439,000","$129,944,000","$78,346,000",2019
TJX,"$49,936,000","$13,787,000","$3,498,000","$28,349,000","$21,985,000",2023
TJX,"$48,550,000","$13,836,000","$3,283,000","$28,461,000","$22,458,000",2022
TJX,"$32,137,000","$7,603,000","$90,000","$30,813,555","$24,980,871",2021
TJX,"$41,716,977","$11,871,197","$3,272,193","$24,145,003","$18,196,791",2020
BP,"$241,392,000","$71,739,000","-$1,357,000","$288,120,000","$220,567,000",2022
BP,"$157,739,000","$38,973,000","$8,487,000","$287,272,000","$211,809,000",2021
BP,"$105,944,000","$25,768,000","-$20,729,000","$267,654,000","$196,404,000",2020
BP,"$159,307,000","$46,910,000","$4,190,000","$295,194,000","$196,782,000",2019
UBS,"$42,950,000",--,"$7,630,000","$1,104,364,000","$1,047,488,000",2022
UBS,"$40,638,000",--,"$7,457,000","$1,117,182,000","$1,056,520,000",2021
UBS,"$39,106,000",--,"$6,557,000","$1,125,765,000","$1,066,319,000",2020
UBS,"$37,859,000",--,"$4,304,000","$972,194,000","$917,693,000",2019
GILD,"$27,281,000","$21,624,000","$4,592,000","$63,171,000","$41,931,000",2022
GILD,"$27,305,000","$20,704,000","$6,225,000","$67,952,000","$46,883,000",2021
GILD,"$24,689,000","$20,117,000","$123,000","$68,407,000","$50,205,000",2020
GILD,"$22,449,000","$17,774,000","$5,386,000","$61,627,000","$39,102,000",2019
AZN,"$44,351,000","$31,960,000","$3,293,000","$96,483,000","$59,446,000",2022
AZN,"$37,417,000","$24,980,000","$115,000","$105,363,000","$66,095,000",2021
AZN,"$26,617,000","$21,318,000","$3,144,000","$66,729,000","$51,107,000",2020
AZN,"$24,384,000","$19,463,000","$1,227,000","$61,377,000","$48,250,000",2019
PBR,"$124,474,000","$64,988,000","$36,623,000","$187,191,000","$117,699,000",2022
PBR,"$83,966,000","$40,802,000","$19,875,000","$174,348,000","$104,941,000",2021
PBR,"$53,683,000","$24,488,000","$1,141,000","$190,010,000","$130,662,000",2020
PBR,"$76,589,000","$30,857,000","$10,151,000","$229,740,000","$156,417,000",2019
MDLZ,"$31,496,000","$11,312,000","$2,717,000","$71,161,000","$44,278,000",2022
MDLZ,"$28,720,000","$11,254,000","$4,300,000","$67,092,000","$38,823,000",2021
MDLZ,"$26,581,000","$10,446,000","$3,555,000","$67,810,000","$40,232,000",2020
MDLZ,"$25,868,000","$10,337,000","$3,929,000","$64,515,000","$37,274,000",2019
CVS,"$322,467,000","$54,294,000","$4,149,000","$228,275,000","$157,260,000",2022
CVS,"$292,111,000","$52,048,000","$7,910,000","$232,999,000","$157,924,000",2021
CVS,"$268,706,000","$49,046,000","$7,179,000","$230,715,000","$161,326,000",2020
CVS,"$256,776,000","$45,528,000","$6,634,000","$222,449,000","$158,585,000",2019
MMC,"$20,720,000","$20,720,000","$3,050,000","$33,454,000","$22,934,000",2022
MMC,"$19,820,000","$19,820,000","$3,143,000","$34,388,000","$23,379,000",2021
MMC,"$17,224,000","$17,224,000","$2,016,000","$33,049,000","$23,945,000",2020
MMC,"$16,652,000","$16,652,000","$1,742,000","$31,357,000","$23,564,000",2019
AMT,"$10,711,100","$7,447,300","$1,765,800","$67,194,500","$61,622,100",2022
AMT,"$9,356,900","$6,674,900","$2,567,700","$69,887,900","$64,806,700",2021
AMT,"$8,041,500","$5,814,300","$1,690,600","$47,233,500","$42,927,900",2020
AMT,"$7,580,300","$5,363,500","$1,887,800","$42,801,600","$36,649,700",2019
EQNR,"$149,004,000","$85,590,000","$28,744,000","$158,021,000","$104,033,000",2022
EQNR,"$88,744,000","$44,986,000","$8,576,000","$147,120,000","$108,110,000",2021
EQNR,"$45,753,000","$15,936,000","-$5,496,000","$124,809,000","$90,936,000",2020
EQNR,"$62,911,000","$23,719,000","$1,851,000","$119,861,000","$78,722,000",2019
ADP,"$18,012,200","$8,058,800","$3,412,000","$50,971,000","$47,461,900",2023
ADP,"$16,498,300","$7,036,400","$2,948,900","$63,068,200","$59,842,900",2022
ADP,"$15,005,400","$6,365,100","$2,598,500","$48,772,500","$43,102,400",2021
ADP,"$14,589,800","$6,144,700","$2,466,500","$39,165,500","$33,413,300",2020
PGR,"$49,610,700","$1,711,400","$721,500","$75,465,000","$59,574,000",2022
PGR,"$47,702,000","$4,706,900","$3,350,900","$71,132,300","$52,900,700",2021
PGR,"$42,658,100","$7,615,700","$5,704,600","$64,098,300","$47,059,700",2020
PGR,"$39,022,300","$5,553,500","$3,970,300","$54,910,500","$41,011,700",2019
PANW,"$6,892,700","$4,983,000","$439,700","$14,501,100","$12,752,700",2023
PANW,"$5,501,500","$3,782,800","-$267,000","$12,253,600","$12,043,600",2022
PANW,"$4,256,100","$2,981,200","-$498,900","$10,241,600","$9,478,000",2021
PANW,"$3,408,400","$2,408,900","-$267,000","$9,065,400","$7,963,600",2020
C,"$70,526,000","$70,526,000","$14,845,000","$2,416,676,000","$2,215,487,000",2022
C,"$75,206,000","$75,206,000","$21,952,000","$2,291,413,000","$2,089,441,000",2021
C,"$56,418,000","$56,418,000","$11,047,000","$2,260,090,000","$2,060,648,000",2020
C,"$65,242,000","$65,242,000","$19,401,000","$1,951,158,000","$1,757,916,000",2019
SHOP,"$5,599,864","$2,754,119","-$3,460,418","$10,757,151","$2,518,262",2022
SHOP,"$4,611,856","$2,481,144","$2,914,659","$13,340,172","$2,206,831",2021
SHOP,"$2,929,491","$1,541,520","$319,509","$7,762,905","$1,362,182",2020
SHOP,"$1,578,173","$865,643","-$124,842","$3,489,479","$473,745",2019
ETN,"$20,752,000","$6,887,000","$2,462,000","$35,014,000","$17,940,000",2022
ETN,"$19,628,000","$6,335,000","$2,144,000","$34,027,000","$17,576,000",2021
ETN,"$17,858,000","$5,450,000","$1,410,000","$31,824,000","$16,851,000",2020
ETN,"$21,390,000","$7,052,000","$2,211,000","$32,805,000","$16,672,000",2019
LRCX,"$17,428,516","$7,776,925","$4,510,931","$18,781,643","$10,571,471",2023
LRCX,"$17,227,039","$7,871,807","$4,605,286","$17,195,632","$10,917,266",2022
LRCX,"$14,626,150","$6,805,306","$3,908,458","$15,892,152","$9,864,964",2021
LRCX,"$10,044,736","$4,608,693","$2,251,753","$14,559,047","$9,375,558",2020
ADI,"$12,305,539","$7,877,218","$3,314,579","$48,794,478","$13,229,356",2023
ADI,"$12,013,953","$7,532,474","$2,748,561","$50,302,350","$13,837,027",2022
ADI,"$7,318,286","$4,525,012","$1,390,422","$52,322,071","$14,329,529",2021
ADI,"$5,603,056","$3,690,478","$1,220,761","$21,468,603","$9,470,658",2020
REGN,"$12,172,900","$10,612,500","$4,338,400","$29,214,500","$6,550,500",2022
REGN,"$16,071,700","$13,634,200","$8,075,300","$25,434,800","$6,666,000",2021
REGN,"$8,497,100","$7,377,200","$3,513,200","$17,163,300","$6,138,000",2020
REGN,"$6,557,600","$5,792,500","$2,115,800","$14,805,200","$3,715,500",2019
ABNB,"$8,399,000","$6,900,000","$1,893,000","$16,038,000","$10,478,000",2022
ABNB,"$5,992,000","$4,836,000","-$352,000","$13,708,000","$8,933,000",2021
ABNB,"$3,378,000","$2,502,000","-$4,585,000","$10,491,499","$7,589,716",2020
ABNB,"$4,805,239","$3,608,926","-$674,339","$8,310,119","$5,886,302",2019
CB,"$43,166,000","$10,940,000","$5,313,000","$199,144,000","$148,604,000",2022
CB,"$40,963,000","$11,366,000","$8,539,000","$200,054,000","$140,340,000",2021
CB,"$35,994,000","$6,953,000","$3,533,000","$190,774,000","$131,333,000",2020
CB,"$34,186,000","$8,563,000","$4,454,000","$176,943,000","$121,612,000",2019
VRTX,"$8,930,700","$7,850,400","$3,322,000","$18,150,900","$4,238,200",2022
VRTX,"$7,574,400","$6,670,200","$2,342,100","$13,432,500","$3,332,500",2021
VRTX,"$6,205,700","$5,469,400","$2,711,700","$11,751,800","$3,065,000",2020
VRTX,"$4,162,800","$3,615,000","$1,176,800","$8,318,465","$2,233,221",2019
ZTS,"$8,080,000","$5,626,000","$2,114,000","$14,925,000","$10,520,000",2022
ZTS,"$7,776,000","$5,473,000","$2,037,000","$13,900,000","$9,357,000",2021
ZTS,"$6,675,000","$4,618,000","$1,638,000","$13,609,000","$9,840,000",2020
ZTS,"$6,260,000","$4,268,000","$1,500,000","$11,545,000","$8,837,000",2019
IBN,"$22,654,313",--,"$4,141,592","$238,309,920","$212,209,741",2023
IBN,"$20,790,012",--,"$3,313,771","$231,294,937","$207,269,534",2022
IBN,"$22,046,769",--,"$2,514,482","$215,255,303","$193,701,560",2021
IBN,"$19,776,392",--,"$1,264,527","$182,058,093","$165,804,554",2020
MU,"$15,540,000","-$1,416,000","-$5,833,000","$64,254,000","$20,134,000",2023
MU,"$30,758,000","$13,898,000","$8,687,000","$66,283,000","$16,376,000",2022
MU,"$27,705,000","$10,423,000","$5,861,000","$58,849,000","$14,916,000",2021
MU,"$21,435,000","$6,552,000","$2,687,000","$53,678,000","$14,682,000",2020
SNPS,"$5,842,619","$4,620,426","$1,229,888","$10,333,131","$4,154,780",2023
SNPS,"$5,081,542","$4,017,845","$984,594","$9,418,087","$3,863,698",2022
SNPS,"$4,204,193","$3,342,416","$757,516","$8,752,260","$3,457,123",2021
SNPS,"$3,685,281","$2,890,591","$664,347","$8,030,062","$3,122,658",2020
BSX,"$12,682,000","$8,727,000","$698,000","$32,469,000","$14,897,000",2022
BSX,"$11,888,000","$8,177,000","$1,041,000","$32,229,000","$15,608,000",2021
BSX,"$9,913,000","$6,448,000","-$82,000","$30,777,000","$15,450,000",2020
BSX,"$10,735,000","$7,620,000","$4,700,000","$30,565,000","$16,688,000",2019
BX,"$8,200,448","$8,200,448","$1,747,631","$42,524,227","$33,153,310",2022
BX,"$22,378,880","$22,378,880","$5,857,397","$41,196,408","$31,705,487",2021
BX,"$5,935,765","$5,935,765","$1,045,363","$26,269,252","$19,552,048",2020
BX,"$7,138,622","$7,138,622","$2,049,682","$32,585,506","$25,488,071",2019
DEO,"$21,757,000","$12,986,000","$4,788,000","$45,287,000","$35,343,000",2023
DEO,"$18,766,000","$11,512,000","$4,054,000","$44,347,000","$34,877,000",2022
DEO,"$17,590,000","$10,630,000","$3,867,000","$44,142,000","$34,614,000",2021
DEO,"$14,521,000","$8,770,000","$1,797,000","$41,156,000","$32,788,000",2020
MELI,"$10,537,000","$5,163,000","$482,000","$13,736,000","$11,909,000",2022
MELI,"$7,069,000","$3,005,000","$83,000","$10,101,000","$8,570,000",2021
MELI,"$3,974,000","$1,709,000","-$1,000","$6,526,332","$4,874,754",2020
MELI,"$2,296,314","$1,102,123","-$171,999","$4,781,691","$2,699,728",2019
FI,"$17,737,000","$9,745,000","$2,530,000","$83,869,000","$52,880,000",2022
FI,"$16,226,000","$8,098,000","$1,334,000","$76,249,000","$45,019,000",2021
FI,"$14,852,000","$7,040,000","$958,000","$74,619,000","$42,030,000",2020
FI,"$10,187,000","$4,878,000","$893,000","$77,539,000","$44,298,000",2019
SO,"$29,279,000","$10,821,000","$3,686,000","$134,891,000","$104,483,000",2022
SO,"$23,113,000","$10,061,000","$2,484,000","$127,534,000","$99,369,000",2021
SO,"$20,375,000","$9,897,000","$3,287,000","$122,935,000","$94,672,000",2020
SO,"$21,419,000","$9,603,000","$4,916,000","$118,700,000","$90,904,000",2019
CNI,"$8,976,000","$7,005,000","$2,714,000","$27,633,000","$16,566,000",2016
CNI,"$9,079,000","$6,909,000","$2,547,000","$26,205,000","$15,443,000",2015
CNI,"$6,940,821","$3,492,504","$1,550,679","$21,864,976","$13,224,546",2008
CNI,"$8,050,202","$4,205,025","$2,199,865","$23,915,124","$13,540,690",2007
